URL_ID,Turnout_Percentage,liczba_uprawnionych,liczba_kart_wydanych_lacznie,liczba_glosow_waznych_na_kandydatow
1485687,100.0,32.0,32.0,32.0
1485798,100.0,17.0,17.0,17.0
1485843,22.566371681415927,226.0,51.0,51.0
1485886,24.074074074074076,54.0,13.0,13.0
1485894,73.46850733390853,2318.0,1703.0,1685.0
1485919,41.37931034482759,29.0,12.0,11.0
1485977,87.5,8.0,7.0,7.0
1486046,41.17647058823529,17.0,7.0,6.0
1486410,100.0,53.0,53.0,53.0
1486411,100.0,24.0,24.0,24.0
1486427,79.05604719764013,2373.0,1876.0,1852.0
1486460,73.51614022908713,2881.0,2118.0,2096.0
1486767,25.675675675675677,74.0,19.0,19.0
1486789,95.23809523809524,42.0,40.0,39.0
1486804,70.16597510373444,2410.0,1691.0,1683.0
1486866,88.46153846153845,26.0,23.0,17.0
1486885,79.91725015913431,3142.0,2511.0,2476.0
1486886,77.8393351800554,2888.0,2248.0,2210.0
1486897,80.55322715842415,2386.0,1922.0,1909.0
1486916,79.80399019950998,2857.0,2280.0,2267.0
1486920,78.29512893982809,2792.0,2186.0,2162.0
1486921,81.33514986376021,2936.0,2388.0,2353.0
1486951,77.58487654320987,2592.0,2011.0,1989.0
1486954,75.77058134998049,2563.0,1942.0,1929.0
1486969,20.49180327868853,122.0,25.0,25.0
1486971,24.390243902439025,41.0,10.0,10.0
1487062,74.14613056636404,2313.0,1715.0,1700.0
1487324,11.627906976744184,43.0,5.0,4.0
1487506,41.37931034482759,29.0,12.0,12.0
1487543,28.57142857142857,28.0,8.0,8.0
1487587,31.03448275862069,29.0,9.0,9.0
1487600,18.0,50.0,9.0,9.0
1487646,100.0,52.0,52.0,51.0
1487752,12.727272727272728,110.0,14.0,14.0
1487753,94.87179487179486,39.0,37.0,37.0
1487999,100.0,18.0,18.0,18.0
1488007,100.0,66.0,66.0,66.0
1488011,93.33333333333331,15.0,14.0,14.0
1488050,63.47173144876325,2264.0,1437.0,1423.0
1488065,71.10347788750536,2329.0,1656.0,1638.0
1488122,100.0,53.0,53.0,47.0
1488187,100.0,18.0,18.0,18.0
1488304,96.55172413793105,29.0,28.0,28.0
1488360,81.58702323542306,2281.0,1861.0,1842.0
1488373,81.19068162208801,2318.0,1882.0,1862.0
1488398,79.85821517931609,2398.0,1915.0,1901.0
1488400,85.78366445916114,2265.0,1943.0,1920.0
1488493,72.35668789808916,2355.0,1704.0,1676.0
1488528,82.50643145902242,2721.0,2245.0,2217.0
1488530,81.18022328548645,2508.0,2036.0,2008.0
1488547,79.63608207510646,2583.0,2057.0,2035.0
1488632,21.666666666666668,60.0,13.0,13.0
1488674,5.88235294117647,51.0,3.0,3.0
1488792,88.52507374631269,3390.0,3001.0,2971.0
1488810,12.5,64.0,8.0,8.0
1488829,66.91480562448304,2418.0,1618.0,1605.0
1488834,84.80848861283644,3864.0,3277.0,3242.0
1488843,10.526315789473683,38.0,4.0,4.0
1488847,82.61821366024519,2284.0,1887.0,1867.0
1488856,80.22777602024675,3161.0,2536.0,2504.0
1488861,85.14003294892916,3035.0,2584.0,2549.0
1488883,24.074074074074076,54.0,13.0,13.0
1488913,79.09165302782324,2444.0,1933.0,1919.0
1488914,92.15,2000.0,1843.0,1826.0
1488916,32.608695652173914,46.0,15.0,14.0
1489034,100.0,1722.0,1722.0,1714.0
1489062,100.0,70.0,70.0,67.0
1489174,32.35294117647059,34.0,11.0,10.0
1489198,12.195121951219512,41.0,5.0,5.0
1489250,78.09358752166378,2885.0,2253.0,2223.0
1489252,75.6788665879575,2541.0,1923.0,1897.0
1489254,74.26556991774383,2553.0,1896.0,1867.0
1489255,78.49815346737793,2437.0,1913.0,1890.0
1489256,72.87568020092088,2389.0,1741.0,1718.0
1489257,79.47454844006569,2436.0,1936.0,1916.0
1489267,80.4728903383612,2453.0,1974.0,1951.0
1489268,79.83556901774124,2311.0,1845.0,1830.0
1489281,73.18897637795276,2540.0,1859.0,1841.0
1489351,71.56262749898,2451.0,1754.0,1739.0
1489352,74.898934215362,2721.0,2038.0,2007.0
1489373,74.12244897959184,2450.0,1816.0,1801.0
1489425,77.10986082321587,3377.0,2604.0,2583.0
1489429,70.71823204419888,2353.0,1664.0,1648.0
1489430,65.06122448979592,2450.0,1594.0,1577.0
1489431,81.94721115537848,4016.0,3291.0,3252.0
1489449,68.5735792246895,2657.0,1822.0,1806.0
1489452,79.04040404040404,2376.0,1878.0,1859.0
1489457,78.53810264385692,2572.0,2020.0,1992.0
1489458,69.22238372093024,2752.0,1905.0,1892.0
1489460,77.63727121464227,3005.0,2333.0,2307.0
1489465,82.50814332247558,3070.0,2533.0,2503.0
1489466,81.3544792113159,2333.0,1898.0,1879.0
1489467,72.77323998444186,2571.0,1871.0,1851.0
1489470,84.18905134308059,2941.0,2476.0,2458.0
1489473,84.16468725257323,2526.0,2126.0,2101.0
1489474,78.42395044735031,2906.0,2279.0,2243.0
1489475,81.79347826086956,3312.0,2709.0,2672.0
1489478,82.28438228438229,2574.0,2118.0,2099.0
1489479,82.81425891181988,2665.0,2207.0,2185.0
1489480,86.05825242718447,2575.0,2216.0,2181.0
1489481,86.0348162475822,2585.0,2224.0,2199.0
1489482,76.3070539419087,2410.0,1839.0,1820.0
1489483,76.13365155131265,2933.0,2233.0,2201.0
1489485,79.8677139313766,2419.0,1932.0,1916.0
1489486,83.66149979053205,2387.0,1997.0,1974.0
1489491,86.91215616681454,2254.0,1959.0,1932.0
1489492,88.07776962582538,2726.0,2401.0,2364.0
1489493,84.43132380360471,3218.0,2717.0,2676.0
1489495,84.59650199447684,3259.0,2757.0,2729.0
1489497,81.38417173982698,3121.0,2540.0,2510.0
1489502,78.91696750902527,2770.0,2186.0,2171.0
1489503,76.81674565560822,2532.0,1945.0,1922.0
1489505,80.66128412149173,2601.0,2098.0,2087.0
1489508,80.79930495221546,2302.0,1860.0,1840.0
1489509,83.4295415959253,2945.0,2457.0,2439.0
1489510,83.91342497806377,3419.0,2869.0,2826.0
1489511,84.93259318001586,2522.0,2142.0,2123.0
1489512,83.70702541106128,2676.0,2240.0,2212.0
1489513,81.42744479495269,2536.0,2065.0,2046.0
1489514,80.61527057079319,2698.0,2175.0,2154.0
1489515,82.64462809917356,2299.0,1900.0,1872.0
1489519,74.43059733562527,2327.0,1732.0,1708.0
1489525,82.15069495245062,2734.0,2246.0,2222.0
1489535,77.57125154894672,2421.0,1878.0,1860.0
1489538,81.30984297204137,2611.0,2123.0,2101.0
1489549,81.13654301499605,2534.0,2056.0,2033.0
1489550,79.98509131569139,2683.0,2146.0,2124.0
1489559,82.64427217915589,2322.0,1919.0,1899.0
1489564,79.11547911547912,2442.0,1932.0,1915.0
1489575,83.46372688477952,2812.0,2347.0,2324.0
1489576,79.78324301792414,2399.0,1914.0,1902.0
1489577,83.16326530612244,2352.0,1956.0,1940.0
1489579,82.9872495446266,2745.0,2278.0,2260.0
1489580,80.86919471665956,2347.0,1898.0,1885.0
1489581,85.69288389513109,2670.0,2288.0,2256.0
1489582,89.26307448494454,2524.0,2253.0,2241.0
1489583,76.6891891891892,2960.0,2270.0,2238.0
1489586,76.145958986731,3316.0,2525.0,2497.0
1489600,81.75008512087165,2937.0,2401.0,2371.0
1489601,84.9003984063745,2510.0,2131.0,2099.0
1489602,81.98158702323542,2281.0,1870.0,1856.0
1489603,85.36299765807962,2562.0,2187.0,2171.0
1489604,85.37195994277539,2796.0,2387.0,2362.0
1489605,85.70381231671554,2728.0,2338.0,2320.0
1489606,77.71514468245022,2661.0,2068.0,2041.0
1489607,82.69458711971552,2531.0,2093.0,2076.0
1489608,80.13616339607529,2497.0,2001.0,1977.0
1489672,82.7349737797499,2479.0,2051.0,2035.0
1489673,83.69445464561146,2723.0,2279.0,2255.0
1489674,85.91749644381224,2812.0,2416.0,2390.0
1489675,85.74850299401197,2505.0,2148.0,2126.0
1489682,84.88111260655002,2229.0,1892.0,1869.0
1489683,84.45505861919236,2303.0,1945.0,1926.0
1489684,81.49864812668984,2589.0,2110.0,2094.0
1489690,84.88700564971752,2832.0,2404.0,2383.0
1489691,81.43669985775249,2812.0,2290.0,2269.0
1489698,82.83108643933387,2522.0,2089.0,2068.0
1489749,76.68350168350169,2376.0,1822.0,1803.0
1489783,71.34119702927042,2289.0,1633.0,1619.0
1489801,81.22605363984674,2349.0,1908.0,1888.0
1489814,100.0,24.0,24.0,24.0
1489815,97.14285714285714,35.0,34.0,34.0
1489838,68.47119965352967,2309.0,1581.0,1570.0
1489904,69.66679433167369,2611.0,1819.0,1802.0
1489949,77.64907764907764,2331.0,1810.0,1786.0
1489956,100.0,23.0,23.0,23.0
1489979,77.78730703259005,2332.0,1814.0,1803.0
1489994,78.2925782925783,2331.0,1825.0,1805.0
1490010,100.0,83.0,83.0,80.0
1490036,98.38709677419357,62.0,61.0,61.0
1490320,78.90861844954526,2309.0,1822.0,1804.0
1490324,69.26389976507438,2554.0,1769.0,1755.0
1490327,73.861646234676,2284.0,1687.0,1662.0
1490373,75.30552043826381,2373.0,1787.0,1767.0
1490428,98.55072463768116,69.0,68.0,67.0
1490442,65.94860166288737,2646.0,1745.0,1732.0
1490454,73.32808811959087,2542.0,1864.0,1848.0
1490461,36.36363636363637,11.0,4.0,4.0
1490556,24.271844660194176,103.0,25.0,25.0
1490605,20.3125,128.0,26.0,25.0
1490733,59.53586497890295,2370.0,1411.0,1405.0
1490890,76.25474483340363,2371.0,1808.0,1771.0
1490891,74.19906023067065,2341.0,1737.0,1722.0
1490893,77.73295683743446,2479.0,1927.0,1907.0
1490900,72.65715387581952,2593.0,1884.0,1863.0
1490952,100.0,21.0,21.0,21.0
1491024,90.0,30.0,27.0,27.0
1491262,69.37253181219833,2279.0,1581.0,1571.0
1491327,75.97921662669864,2502.0,1901.0,1879.0
1491330,78.4206081081081,2368.0,1857.0,1845.0
1491336,73.39757017176372,2387.0,1752.0,1745.0
1491372,78.98009950248756,2412.0,1905.0,1890.0
1491373,77.48371335504885,2456.0,1903.0,1885.0
1491374,78.55023314963968,2359.0,1853.0,1834.0
1491379,78.43210802700675,2666.0,2091.0,2074.0
1491386,76.00330988829127,2417.0,1837.0,1819.0
1491396,100.0,56.0,56.0,56.0
1491397,17.307692307692307,52.0,9.0,8.0
1491401,27.906976744186046,43.0,12.0,12.0
1491473,12.5,8.0,1.0,1.0
1491476,7.547169811320755,53.0,4.0,4.0
1491541,14.925373134328357,67.0,10.0,10.0
1491545,97.77777777777776,45.0,44.0,41.0
1491594,83.69525211630476,2717.0,2274.0,2257.0
1491677,27.906976744186046,86.0,24.0,24.0
1491862,93.33333333333331,15.0,14.0,14.0
1491872,78.13105854982551,2579.0,2015.0,1998.0
1491879,64.73509933774835,2416.0,1564.0,1551.0
1491882,66.77240285487707,2522.0,1684.0,1665.0
1491896,68.73250699720111,2501.0,1719.0,1706.0
1491905,19.791666666666664,96.0,19.0,19.0
1491949,75.08547008547009,2340.0,1757.0,1741.0
1491961,75.5868544600939,2343.0,1771.0,1754.0
1491973,81.2797233030696,2313.0,1880.0,1849.0
1491980,82.26210350584307,2396.0,1971.0,1952.0
1492016,85.73692551505546,2524.0,2164.0,2143.0
1492040,84.71960858110651,2657.0,2251.0,2230.0
1492042,78.26446280991736,2420.0,1894.0,1877.0
1492076,76.53654485049833,2408.0,1843.0,1816.0
1492114,100.0,83.0,83.0,83.0
1492115,100.0,50.0,50.0,50.0
1492118,100.0,23.0,23.0,23.0
1492150,78.21341956345998,2474.0,1935.0,1922.0
1492160,88.23529411764706,17.0,15.0,15.0
1492260,74.85182049110924,2362.0,1768.0,1747.0
1492271,100.0,77.0,77.0,76.0
1492346,35.483870967741936,31.0,11.0,10.0
1492413,74.73002159827213,2315.0,1730.0,1721.0
1492427,75.02157031924072,2318.0,1739.0,1724.0
1492434,75.91743119266054,2616.0,1986.0,1968.0
1492481,73.06138933764136,2476.0,1809.0,1791.0
1492490,9.230769230769232,65.0,6.0,6.0
1492492,15.151515151515152,66.0,10.0,10.0
1492521,89.47368421052632,19.0,17.0,16.0
1492574,80.70032573289903,2456.0,1982.0,1969.0
1492588,38.46153846153847,26.0,10.0,10.0
1492679,71.67194928684627,2524.0,1809.0,1789.0
1492687,69.12780656303973,2316.0,1601.0,1594.0
1492690,66.02248770203795,2846.0,1879.0,1869.0
1492698,76.13843351548269,2745.0,2090.0,2069.0
1492736,100.0,47.0,47.0,47.0
1492738,17.647058823529413,85.0,15.0,14.0
1492746,33.33333333333333,54.0,18.0,15.0
1492830,18.461538461538463,65.0,12.0,12.0
1492917,25.0,56.0,14.0,14.0
1492991,31.37254901960784,51.0,16.0,16.0
1493017,74.19117647058823,2720.0,2018.0,1994.0
1493093,30.18867924528302,53.0,16.0,15.0
1493094,23.943661971830984,71.0,17.0,17.0
1493134,21.16788321167883,137.0,29.0,28.0
1493164,25.53191489361702,47.0,12.0,12.0
1493309,100.0,38.0,38.0,38.0
1493329,97.77777777777776,45.0,44.0,41.0
1493331,95.45454545454544,22.0,21.0,19.0
1493384,67.78929188255614,2316.0,1570.0,1556.0
1493481,17.8343949044586,157.0,28.0,25.0
1493482,26.31578947368421,76.0,20.0,19.0
1493614,26.47058823529412,34.0,9.0,9.0
1493975,100.0,12.0,12.0,12.0
1494171,100.0,29.0,29.0,28.0
1494184,62.747252747252745,2730.0,1713.0,1703.0
1494186,71.28712871287128,2424.0,1728.0,1713.0
1494187,63.11996608732514,2359.0,1489.0,1478.0
1494189,62.84722222222222,2304.0,1448.0,1434.0
1494194,53.61648444070648,2378.0,1275.0,1266.0
1494195,58.966074313408726,2476.0,1460.0,1448.0
1494197,72.20642015440878,2461.0,1777.0,1762.0
1494198,63.26013513513513,2368.0,1498.0,1494.0
1494201,68.19026384243776,2691.0,1835.0,1824.0
1494204,22.53521126760564,71.0,16.0,16.0
1494244,63.877207737594624,2378.0,1519.0,1506.0
1494246,62.30388109000826,2422.0,1509.0,1499.0
1494247,67.68027801911381,2302.0,1558.0,1539.0
1494248,68.96162528216703,2658.0,1833.0,1810.0
1494249,65.24563540397888,2463.0,1607.0,1600.0
1494388,93.10344827586206,29.0,27.0,26.0
1494426,9.473684210526317,95.0,9.0,9.0
1494442,22.666666666666664,75.0,17.0,17.0
1494521,100.0,15.0,15.0,15.0
1494643,15.384615384615383,78.0,12.0,11.0
1494674,25.58139534883721,129.0,33.0,30.0
1494676,1.96078431372549,51.0,1.0,1.0
1494720,16.666666666666664,72.0,12.0,12.0
1494721,26.666666666666668,15.0,4.0,4.0
1494755,100.0,41.0,41.0,40.0
1494985,18.548387096774192,124.0,23.0,23.0
1495139,70.40395713107996,2426.0,1708.0,1690.0
1495165,5.0,20.0,1.0,1.0
1495216,74.125,2400.0,1779.0,1773.0
1495220,78.91236306729265,2556.0,2017.0,1993.0
1495249,71.13276492082827,2463.0,1752.0,1742.0
1495259,30.18867924528302,53.0,16.0,14.0
1495323,30.909090909090907,55.0,17.0,16.0
1495566,26.923076923076923,78.0,21.0,21.0
1495581,21.69811320754717,106.0,23.0,22.0
1495605,18.055555555555557,72.0,13.0,13.0
1495632,63.05872042068361,2282.0,1439.0,1427.0
1495643,67.05933682373472,2292.0,1537.0,1516.0
1495674,72.03107658157603,2703.0,1947.0,1927.0
1495676,70.93821510297484,2622.0,1860.0,1842.0
1495799,13.79310344827586,29.0,4.0,4.0
1495824,100.0,44.0,44.0,44.0
1496043,20.0,20.0,4.0,4.0
1496068,71.17043121149898,2435.0,1733.0,1717.0
1496140,94.5945945945946,37.0,35.0,35.0
1496197,24.13793103448276,29.0,7.0,7.0
1496253,33.33333333333333,36.0,12.0,10.0
1496254,72.14256452273659,2441.0,1761.0,1748.0
1496385,30.18867924528302,53.0,16.0,16.0
1496386,100.0,84.0,84.0,84.0
1496460,31.818181818181817,22.0,7.0,7.0
1496461,23.214285714285715,56.0,13.0,11.0
1496601,16.666666666666664,48.0,8.0,8.0
1496635,29.310344827586203,58.0,17.0,17.0
1496640,61.80150125104254,2398.0,1482.0,1471.0
1496641,71.5203426124197,2335.0,1670.0,1655.0
1496656,80.34753827058336,2417.0,1942.0,1922.0
1496785,27.27272727272727,44.0,12.0,12.0
1496855,74.5042492917847,2471.0,1841.0,1819.0
1496866,82.2638146167558,2244.0,1846.0,1820.0
1496878,83.05921052631578,2432.0,2020.0,1998.0
1496883,85.98469593233992,2483.0,2135.0,2120.0
1496884,85.64311594202898,2208.0,1891.0,1868.0
1496885,89.5632183908046,2175.0,1948.0,1920.0
1496892,82.84296348812478,2821.0,2337.0,2317.0
1496893,86.25045110068568,2771.0,2390.0,2362.0
1496895,82.16584627035213,2641.0,2170.0,2155.0
1496896,85.25275560623336,2631.0,2243.0,2222.0
1496899,83.05749128919861,2296.0,1907.0,1889.0
1496900,82.5772782015255,2491.0,2057.0,2040.0
1496901,83.6734693877551,2205.0,1845.0,1827.0
1496914,80.35714285714286,2408.0,1935.0,1909.0
1496933,86.0,2450.0,2107.0,2083.0
1496948,80.12700784460218,2677.0,2145.0,2122.0
1496993,79.22413793103448,2320.0,1838.0,1825.0
1497008,81.78717598908595,2932.0,2398.0,2376.0
1497009,84.22597212032281,2726.0,2296.0,2281.0
1497016,87.61770244821092,2124.0,1861.0,1850.0
1497025,82.66267123287672,2336.0,1931.0,1911.0
1497027,88.20882088208822,2222.0,1960.0,1942.0
1497068,83.80952380952381,2310.0,1936.0,1914.0
1497351,68.51063829787233,2350.0,1610.0,1602.0
1497353,74.645466265578,2327.0,1737.0,1721.0
1497355,74.83234714003945,2535.0,1897.0,1882.0
1497464,25.86206896551724,58.0,15.0,15.0
1497623,74.3270389714745,2489.0,1850.0,1835.0
1497653,32.432432432432435,37.0,12.0,12.0
1497780,4.545454545454546,88.0,4.0,4.0
1497868,80.84827284652383,2287.0,1849.0,1833.0
1497875,83.67129135538954,2811.0,2352.0,2327.0
1497899,84.87104493485775,3761.0,3192.0,3145.0
1497902,81.21137206427689,2427.0,1971.0,1952.0
1497946,83.01647655259823,2367.0,1965.0,1947.0
1497950,76.90174326465927,2524.0,1941.0,1915.0
1497969,85.27070063694268,2512.0,2142.0,2127.0
1497971,86.180998873451,2663.0,2295.0,2259.0
1497972,85.86443586443586,4662.0,4003.0,3963.0
1497980,78.08747855917667,2332.0,1821.0,1793.0
1497997,81.14511352418559,3039.0,2466.0,2435.0
1498024,84.80894687791239,2146.0,1820.0,1801.0
1498035,82.00290275761974,2756.0,2260.0,2230.0
1498046,88.89782783588093,2486.0,2210.0,2175.0
1498049,89.73738769868694,2894.0,2597.0,2566.0
1498052,84.323358642251,2239.0,1888.0,1872.0
1498055,86.24631268436578,2712.0,2339.0,2323.0
1498056,86.16981831664813,2697.0,2324.0,2295.0
1498057,86.8930266520628,2739.0,2380.0,2348.0
1498059,86.9960988296489,2307.0,2007.0,1986.0
1498062,82.88393903868698,2559.0,2121.0,2101.0
1498075,86.14850195397308,2303.0,1984.0,1963.0
1498084,87.2340425531915,2115.0,1845.0,1817.0
1498086,84.06816337571004,3697.0,3108.0,3081.0
1498087,87.9863813229572,2056.0,1809.0,1795.0
1498090,84.42492012779552,2504.0,2114.0,2084.0
1498108,27.77777777777778,18.0,5.0,4.0
1498122,100.0,35.0,35.0,34.0
1498404,86.42966360856269,2616.0,2261.0,2246.0
1498405,90.48050770625566,2206.0,1996.0,1977.0
1498406,88.08651026392963,2728.0,2403.0,2376.0
1498417,84.96953283683142,2954.0,2510.0,2492.0
1498470,37.5,40.0,15.0,13.0
1498471,18.75,32.0,6.0,5.0
1498472,30.55555555555556,36.0,11.0,11.0
1498473,12.0,75.0,9.0,9.0
1498527,17.56756756756757,74.0,13.0,13.0
1498602,92.37182159233014,2399.0,2216.0,2210.0
1498605,82.17461600646726,2474.0,2033.0,2021.0
1498619,88.99359215981907,2653.0,2361.0,2349.0
1498653,89.44974988631196,2199.0,1967.0,1956.0
1498655,90.78398665554629,2398.0,2177.0,2162.0
1498718,32.142857142857146,56.0,18.0,18.0
1498743,16.43835616438356,73.0,12.0,12.0
1498775,79.03354632587859,2504.0,1979.0,1963.0
1498778,82.08168642951252,2277.0,1869.0,1852.0
1498779,83.85809312638581,2255.0,1891.0,1868.0
1498864,19.41747572815534,103.0,20.0,20.0
1498869,89.68835930339138,2182.0,1957.0,1939.0
1498890,92.24137931034484,2436.0,2247.0,2236.0
1498917,93.14627414903404,2174.0,2025.0,2014.0
1499121,28.8135593220339,59.0,17.0,16.0
1499150,91.66666666666666,36.0,33.0,29.0
1499249,81.7780794027825,2947.0,2410.0,2389.0
1499276,83.01809210526315,2432.0,2019.0,2006.0
1499296,24.675324675324678,77.0,19.0,19.0
1499302,74.66260339573356,2297.0,1715.0,1700.0
1499347,78.09157038938811,2337.0,1825.0,1810.0
1499363,82.48110271231658,2249.0,1855.0,1835.0
1499462,82.61303191489363,3008.0,2485.0,2463.0
1499465,83.90846349436978,2753.0,2310.0,2293.0
1499466,85.19930675909879,2885.0,2458.0,2433.0
1499489,73.3011511325659,2693.0,1974.0,1952.0
1499495,100.0,35.0,35.0,34.0
1499501,100.0,35.0,35.0,33.0
1499510,87.5,16.0,14.0,13.0
1499538,27.659574468085108,94.0,26.0,26.0
