URL_ID,Turnout_Percentage,Turnout_Modified_Zscore
1467459,19.17808219178082,4.189439315889666
1467460,25.925925925925924,3.6281599672131515
1467688,18.91891891891892,4.21099627522717
1467854,19.101123595505616,4.195840660155217
1467855,25.274725274725277,3.6823262300615496
1467966,14.285714285714285,4.5963819156282755
1468596,14.814814814814811,4.552371827063952
1468716,20.0,4.121072959133579
1468717,20.588235294117645,4.072144095965006
1468842,23.893805309734518,3.7971898648849787
1468892,13.23529411764706,4.683754885572154
1469298,21.923076923076923,3.9611132141594014
1469304,26.53061224489796,3.577862723139639
1470075,23.893805309734518,3.7971898648849787
1470462,19.565217391304348,4.1572377710407835
1470525,23.91304347826087,3.795589651968731
1470869,21.176470588235293,4.023215232796435
1470997,25.742574257425744,3.6434109880027687
1471009,21.311475409836063,4.011985657642993
1471438,6.896551724137931,5.21100556626797
1471617,20.28985507246377,4.096963084528775
1472861,0.0,5.7846543068650185
1472961,14.285714285714285,4.5963819156282755
1473025,24.04371584699453,3.784720446204271
1473840,8.823529411764707,5.050721359336442
1474083,14.634146341463412,4.567399662183477
1474349,19.672131147540984,4.148344784506225
1474500,12.195121951219512,4.770275436297067
1474569,19.51219512195122,4.1616481139562955
1474641,17.94871794871795,4.291696687106033
1474900,27.3972602739726,3.5057757483287997
1474909,20.33898305084746,4.092876665104232
1475030,22.448979591836736,3.917369120635851
1475180,24.210526315789476,3.77084530697959
1475353,26.08695652173913,3.6147655924327053
1475354,24.615384615384617,3.7371695711955537
1475407,15.151515151515152,4.524365407068473
1475437,23.809523809523807,3.804200321470447
1475601,25.0,3.7051776222007184
1475695,17.28395061728395,4.346991413763774
1475696,23.52941176470588,3.8274997801221473
1475831,25.86206896551724,3.6334715296260875
1475926,14.893617021276595,4.545817133022457
1476177,8.333333333333332,5.0914954119769185
1476659,25.37313432835821,3.674140656757968
1476757,16.0,4.453789228679867
1476783,24.82758620689655,3.7195188407156445
1476854,26.31578947368421,3.5957314809025975
1476884,26.76056338028169,3.5587356021539365
1477080,26.49842271293376,3.580540218388031
1477679,27.058823529411764,3.533926601110717
1477759,23.52941176470588,3.8274997801221473
1478061,26.923076923076923,3.5452178772265412
1478143,21.875,3.965112207783756
1478270,27.27272727272727,3.516134287231237
1478412,20.930232558139537,4.043697082494907
1478413,19.19191919191919,4.188288367122728
1479337,16.49484536082474,4.412628453065893
1479491,18.84057971014493,4.217512457552791
1480051,20.253164556962027,4.100014967390142
1480353,23.01255230125523,3.8704916682618973
1480387,25.0,3.7051776222007184
1481169,24.615384615384617,3.7371695711955537
1481398,25.0,3.7051776222007184
1481706,19.047619047619047,4.2002911185493605
1482318,24.074074074074076,3.782195277188285
1482402,21.62162162162162,3.9861879849931916
1482448,20.833333333333336,4.051757069644768
1482674,18.81188118811881,4.219899573850298
1482794,24.46633825944171,3.7495671080802513
1483175,26.262626262626267,3.6001535472176722
1484066,23.66412213740458,3.816294696953773
1484067,25.0,3.7051776222007184
1484195,24.59016393442623,3.7392674039165263
