URL_ID,Turnout_Percentage,liczba_uprawnionych,liczba_kart_wydanych_lacznie,liczba_glosow_waznych_na_kandydatow,liczba_kart_niewykorzystanych,liczba_kart_niewaznych,liczba_glosow_niewaznych
1469645,88.34379905808477,2548.0,2251.0,2221.0,159.0,0.0,30.0
1469649,73.26661901358112,1399.0,1025.0,1012.0,292.0,2.0,11.0
1469657,96.62576687116564,652.0,630.0,603.0,135.0,0.0,27.0
1469659,78.51851851851852,540.0,424.0,409.0,195.0,0.0,15.0
1469666,56.22317596566524,233.0,131.0,131.0,349.0,0.0,0.0
1469667,72.48908296943232,229.0,166.0,166.0,451.0,0.0,0.0
1469674,79.47598253275109,229.0,182.0,182.0,382.0,0.0,0.0
1469676,28.23061630218688,503.0,142.0,140.0,189.0,0.0,2.0
1469681,100.0,77.0,77.0,77.0,27.0,0.0,0.0
1469706,74.16184971098266,1730.0,1283.0,1267.0,493.0,4.0,12.0
1469717,50.91383812010444,1149.0,585.0,583.0,564.0,0.0,2.0
1469720,53.41848234410218,1331.0,711.0,698.0,653.0,0.0,13.0
1469747,57.14285714285714,35.0,20.0,20.0,18.0,0.0,0.0
1469748,96.42857142857144,28.0,27.0,27.0,1.0,0.0,0.0
1469761,85.68627450980392,2040.0,1748.0,1739.0,16.0,0.0,9.0
1469764,83.86491557223265,1599.0,1341.0,1331.0,17.0,0.0,10.0
1469869,61.69757489300999,1402.0,865.0,856.0,532.0,1.0,8.0
1469941,76.8313458262351,1174.0,902.0,896.0,150.0,1.0,5.0
1469945,68.53801169590643,855.0,586.0,571.0,255.0,0.0,15.0
1469988,89.07014681892332,613.0,546.0,545.0,25.0,0.0,1.0
1470045,59.75877192982456,912.0,545.0,541.0,344.0,1.0,3.0
1470146,57.56013745704467,582.0,335.0,334.0,234.0,1.0,2.0
1470202,72.02380952380952,672.0,484.0,480.0,203.0,2.0,2.0
1470215,28.80434782608696,184.0,53.0,53.0,326.0,0.0,0.0
1470231,59.84405458089669,1026.0,614.0,611.0,412.0,1.0,2.0
1470263,66.96269982238012,563.0,377.0,370.0,166.0,1.0,6.0
1470339,29.08366533864542,251.0,73.0,73.0,318.0,0.0,0.0
1470462,19.565217391304348,46.0,9.0,8.0,48.0,0.0,1.0
1470524,78.90710382513662,915.0,722.0,716.0,683.0,0.0,6.0
1470568,68.42105263157895,817.0,559.0,554.0,271.0,3.0,2.0
1470719,60.280373831775705,642.0,387.0,382.0,273.0,1.0,4.0
1470731,100.0,18.0,18.0,16.0,58.0,0.0,2.0
1470793,70.6401766004415,453.0,320.0,317.0,133.0,1.0,2.0
1470848,54.7526403557532,1799.0,985.0,978.0,794.0,0.0,7.0
1470869,21.176470588235293,85.0,18.0,13.0,88.0,0.0,5.0
1470885,76.7379679144385,748.0,574.0,571.0,156.0,1.0,2.0
1470959,58.11209439528023,339.0,197.0,194.0,146.0,1.0,2.0
1471009,21.311475409836063,61.0,13.0,13.0,121.0,0.0,0.0
1471020,62.60416666666667,960.0,601.0,597.0,354.0,1.0,3.0
1471062,90.52224371373308,1034.0,936.0,922.0,74.0,0.0,14.0
1471071,32.55813953488372,43.0,14.0,9.0,76.0,0.0,5.0
1471191,64.06926406926407,462.0,296.0,292.0,143.0,1.0,3.0
1471242,76.33790358248562,2261.0,1726.0,1709.0,414.0,2.0,15.0
1471260,80.87508821453775,2834.0,2292.0,2276.0,293.0,0.0,16.0
1471293,75.86062132661628,2382.0,1807.0,1798.0,362.0,0.0,8.0
1471306,75.32374100719424,1390.0,1047.0,1042.0,357.0,3.0,5.0
1471360,78.1303602058319,2332.0,1822.0,1800.0,411.0,1.0,21.0
1471396,72.90589451913134,967.0,705.0,697.0,269.0,4.0,4.0
1471425,38.47376788553259,629.0,242.0,238.0,649.0,0.0,4.0
1471427,48.38709677419355,341.0,165.0,165.0,407.0,0.0,0.0
1471433,57.57575757575758,33.0,19.0,14.0,28.0,0.0,5.0
1471438,6.896551724137931,29.0,2.0,2.0,36.0,0.0,0.0
1471440,93.82716049382717,81.0,76.0,73.0,601.0,0.0,3.0
1471450,55.62053281351527,1539.0,856.0,850.0,750.0,0.0,6.0
1471487,73.73198077949813,1873.0,1381.0,1374.0,441.0,1.0,6.0
1471492,59.74842767295597,318.0,190.0,186.0,606.0,0.0,4.0
1471496,76.2210796915167,1556.0,1186.0,1174.0,334.0,5.0,7.0
1471543,76.55,2000.0,1531.0,1512.0,410.0,2.0,17.0
1471617,20.28985507246377,69.0,14.0,14.0,129.0,0.0,0.0
1471618,68.62745098039215,51.0,35.0,35.0,15.0,0.0,0.0
1471621,98.31460674157304,178.0,175.0,168.0,2388.0,0.0,7.0
1471625,45.45454545454545,957.0,435.0,432.0,528.0,0.0,3.0
1471630,58.09885931558936,1315.0,764.0,764.0,533.0,0.0,0.0
1471663,73.20997586484313,1243.0,910.0,903.0,330.0,2.0,5.0
1471684,42.21938775510204,784.0,331.0,327.0,448.0,0.0,4.0
1471688,67.5,40.0,27.0,27.0,14.0,0.0,0.0
1471690,80.37974683544303,1106.0,889.0,878.0,586.0,0.0,11.0
1471786,80.91922005571031,718.0,581.0,564.0,150.0,0.0,17.0
1471787,84.55772113943029,667.0,564.0,551.0,128.0,0.0,13.0
1471834,69.11764705882352,2108.0,1457.0,1449.0,778.0,0.0,8.0
1471860,54.83870967741935,93.0,51.0,36.0,42.0,0.0,15.0
1471936,69.56521739130434,23.0,16.0,16.0,13.0,0.0,0.0
1471973,56.73624288425047,527.0,299.0,297.0,233.0,1.0,1.0
1472069,50.33783783783784,296.0,149.0,147.0,148.0,1.0,1.0
1472094,61.78637200736649,1086.0,671.0,666.0,417.0,1.0,4.0
1472130,97.95918367346938,49.0,48.0,48.0,42.0,0.0,0.0
1472131,79.58656330749353,387.0,308.0,306.0,79.0,1.0,1.0
1472148,81.90725016329196,1531.0,1254.0,1251.0,277.0,0.0,3.0
1472163,69.58362738179252,1417.0,986.0,976.0,464.0,2.0,8.0
1472217,55.87188612099644,281.0,157.0,154.0,122.0,1.0,2.0
1472244,63.26530612244898,49.0,31.0,31.0,19.0,0.0,0.0
1472492,70.96153846153847,520.0,369.0,365.0,161.0,2.0,2.0
1472522,83.50785340314137,2674.0,2233.0,2210.0,300.0,1.0,22.0
1472588,96.96969696969695,33.0,32.0,32.0,3.0,0.0,0.0
1472700,84.39716312056737,141.0,119.0,117.0,269.0,0.0,2.0
1472861,0.0,34.0,0.0,0.0,30.0,0.0,0.0
1472939,80.2707136997539,2438.0,1957.0,1927.0,482.0,0.0,29.0
1472961,14.285714285714285,35.0,5.0,5.0,34.0,0.0,0.0
1472968,77.04636519748139,1747.0,1346.0,1324.0,92.0,0.0,22.0
1473007,100.0,135.0,135.0,134.0,47.0,0.0,1.0
1473009,100.0,92.0,92.0,92.0,70.0,0.0,0.0
1473208,72.80118255728011,1353.0,985.0,985.0,350.0,0.0,0.0
1473290,63.51648351648351,1365.0,867.0,857.0,521.0,1.0,9.0
1473294,50.59360730593608,1095.0,554.0,553.0,563.0,0.0,1.0
1473447,64.28571428571429,14.0,9.0,9.0,19.0,0.0,0.0
1473506,66.45126548196015,1857.0,1234.0,1232.0,650.0,0.0,2.0
1473539,60.0,20.0,12.0,12.0,36.0,0.0,0.0
1473588,71.23287671232876,2482.0,1768.0,1756.0,718.0,0.0,12.0
1473589,72.49378624689312,2414.0,1750.0,1740.0,723.0,0.0,10.0
1473591,73.73068432671081,1359.0,1002.0,981.0,370.0,12.0,12.0
1473594,71.8888186986734,1583.0,1138.0,1128.0,479.0,2.0,8.0
1473616,62.78195488721805,1596.0,1002.0,1000.0,644.0,0.0,2.0
1473641,34.368070953436806,451.0,155.0,153.0,397.0,0.0,2.0
1473651,82.73572377158035,753.0,623.0,619.0,176.0,1.0,3.0
1473681,87.59590792838875,782.0,685.0,665.0,202.0,4.0,16.0
1473687,79.73990417522245,1461.0,1165.0,1145.0,268.0,1.0,19.0
1473713,80.97421203438395,1745.0,1413.0,1385.0,456.0,0.0,28.0
1473723,74.73614775725594,1516.0,1133.0,1132.0,367.0,0.0,1.0
1473732,81.437125748503,1503.0,1224.0,1202.0,296.0,8.0,14.0
1473840,8.823529411764707,34.0,3.0,3.0,36.0,0.0,0.0
1473851,29.972752043596728,734.0,220.0,216.0,688.0,0.0,4.0
1473858,79.32432432432432,740.0,587.0,569.0,453.0,0.0,18.0
1473885,73.81228273464659,1726.0,1274.0,1270.0,562.0,0.0,3.0
1473893,66.66666666666666,15.0,10.0,10.0,12.0,0.0,0.0
1474019,70.46332046332047,518.0,365.0,351.0,149.0,0.0,14.0
1474021,54.285714285714285,35.0,19.0,19.0,21.0,0.0,0.0
1474055,42.4802110817942,379.0,161.0,157.0,370.0,0.0,4.0
1474083,14.634146341463412,82.0,12.0,12.0,118.0,0.0,0.0
1474100,72.94498381877023,1545.0,1127.0,1110.0,425.0,3.0,12.0
1474151,64.09302325581395,1075.0,689.0,670.0,361.0,0.0,19.0
1474178,65.33742331288343,978.0,639.0,638.0,115.0,0.0,1.0
1474230,65.63231850117096,1708.0,1121.0,1120.0,609.0,0.0,1.0
1474318,39.0295358649789,474.0,185.0,180.0,318.0,0.0,5.0
1474349,19.672131147540984,61.0,12.0,12.0,73.0,0.0,0.0
1474395,80.54830287206266,766.0,617.0,598.0,148.0,0.0,19.0
1474430,73.4567901234568,162.0,119.0,118.0,38.0,1.0,0.0
1474439,64.59048553212358,2039.0,1317.0,1298.0,764.0,0.0,17.0
1474482,57.410714285714285,1120.0,643.0,629.0,525.0,0.0,14.0
1474488,57.767548906789415,869.0,502.0,498.0,353.0,1.0,3.0
1474500,12.195121951219512,82.0,10.0,10.0,60.0,0.0,0.0
1474539,100.0,52.0,52.0,52.0,24.0,0.0,0.0
1474540,100.0,44.0,44.0,42.0,21.0,0.0,2.0
1474547,55.382700684505295,1607.0,890.0,878.0,713.0,0.0,12.0
1474556,55.65985643290999,1811.0,1008.0,995.0,783.0,0.0,12.0
1474569,19.51219512195122,41.0,8.0,7.0,42.0,0.0,1.0
1474622,59.528688524590166,1952.0,1162.0,1153.0,811.0,0.0,9.0
1474623,65.24640657084188,1948.0,1271.0,1257.0,687.0,2.0,12.0
1474641,17.94871794871795,78.0,14.0,14.0,69.0,0.0,0.0
1474681,70.4570184983678,1838.0,1295.0,1287.0,513.0,1.0,7.0
1474739,82.73809523809523,1680.0,1390.0,1380.0,278.0,2.0,8.0
1474749,78.6783042394015,2406.0,1893.0,1882.0,432.0,1.0,10.0
1474765,83.65384615384616,520.0,435.0,427.0,85.0,1.0,7.0
1474808,78.34474175482265,1607.0,1259.0,1232.0,405.0,0.0,27.0
1474822,33.222591362126245,301.0,100.0,100.0,351.0,0.0,0.0
1474845,100.0,27.0,27.0,26.0,34.0,0.0,1.0
1474851,71.94444444444444,720.0,518.0,509.0,192.0,8.0,0.0
1474889,65.27777777777779,1512.0,987.0,977.0,532.0,2.0,8.0
1474909,20.33898305084746,59.0,12.0,11.0,63.0,0.0,1.0
1475019,75.6,250.0,189.0,178.0,48.0,0.0,11.0
1475023,61.858736059479554,1345.0,832.0,818.0,499.0,1.0,13.0
1475030,22.448979591836736,98.0,22.0,22.0,198.0,0.0,0.0
1475032,48.71794871794872,39.0,19.0,19.0,18.0,0.0,0.0
1475040,97.2972972972973,37.0,36.0,30.0,3.0,0.0,6.0
1475104,100.0,42.0,42.0,40.0,8.0,0.0,2.0
1475133,71.48014440433214,1108.0,792.0,784.0,307.0,3.0,5.0
1475161,78.30109335576114,1189.0,931.0,918.0,238.0,2.0,8.0
1475210,76.74825174825175,572.0,439.0,429.0,126.0,2.0,8.0
1475221,84.5,200.0,169.0,165.0,34.0,1.0,3.0
1475266,78.66004962779157,403.0,317.0,315.0,83.0,1.0,1.0
1475299,63.27967806841046,994.0,629.0,627.0,383.0,1.0,1.0
1475308,68.23238566131026,809.0,552.0,537.0,278.0,0.0,15.0
1475316,80.42071197411003,618.0,497.0,494.0,120.0,1.0,2.0
1475324,78.59007832898173,766.0,602.0,593.0,46.0,2.0,7.0
1475355,77.80032467532467,2464.0,1917.0,1890.0,494.0,0.0,26.0
1475361,67.01931922723091,2174.0,1457.0,1441.0,653.0,1.0,15.0
1475367,75.79585649317838,1979.0,1500.0,1491.0,436.0,1.0,7.0
1475370,77.41935483870968,2573.0,1992.0,1967.0,541.0,0.0,25.0
1475377,74.42414614773631,2518.0,1874.0,1862.0,602.0,0.0,11.0
1475381,40.32786885245901,305.0,123.0,123.0,379.0,0.0,0.0
1475407,15.151515151515152,33.0,5.0,5.0,16.0,0.0,0.0
1475437,23.809523809523807,63.0,15.0,14.0,44.0,0.0,1.0
1475514,100.0,18.0,18.0,15.0,4.0,0.0,3.0
1475527,73.80952380952381,42.0,31.0,23.0,21.0,0.0,8.0
1475608,67.17346233586731,1447.0,972.0,964.0,463.0,2.0,6.0
1475620,60.27044430135222,1553.0,936.0,928.0,592.0,1.0,7.0
1475695,17.28395061728395,81.0,14.0,11.0,67.0,0.0,3.0
1475696,23.52941176470588,34.0,8.0,8.0,27.0,0.0,0.0
1475778,36.08695652173913,460.0,166.0,162.0,317.0,0.0,4.0
1475798,70.95435684647303,1205.0,855.0,848.0,349.0,2.0,5.0
1475831,25.86206896551724,58.0,15.0,15.0,42.0,0.0,0.0
1475843,29.526462395543174,359.0,106.0,103.0,378.0,0.0,3.0
1475902,68.55828220858896,1956.0,1341.0,1324.0,607.0,1.0,16.0
1475926,14.893617021276595,47.0,7.0,7.0,54.0,0.0,0.0
1475929,73.2824427480916,655.0,480.0,476.0,148.0,1.0,3.0
1476102,66.62561576354679,812.0,541.0,525.0,269.0,0.0,16.0
1476122,100.0,15.0,15.0,15.0,35.0,0.0,0.0
1476153,48.0,25.0,12.0,11.0,15.0,0.0,1.0
1476163,73.6451048951049,2288.0,1685.0,1661.0,586.0,0.0,24.0
1476164,75.77639751552795,1288.0,976.0,958.0,268.0,1.0,17.0
1476177,8.333333333333332,12.0,1.0,1.0,28.0,0.0,0.0
1476223,78.73163186388244,1293.0,1018.0,996.0,218.0,0.0,22.0
1476231,63.63636363636363,11.0,7.0,7.0,34.0,0.0,0.0
1476234,27.77777777777778,36.0,10.0,10.0,31.0,0.0,0.0
1476235,60.0,10.0,6.0,6.0,22.0,0.0,0.0
1476236,74.7329498767461,2434.0,1819.0,1798.0,594.0,1.0,19.0
1476238,73.37870296236989,2498.0,1833.0,1817.0,557.0,1.0,15.0
1476239,74.45146894756415,2689.0,2002.0,1987.0,615.0,0.0,15.0
1476240,72.07023274806043,2449.0,1765.0,1754.0,625.0,0.0,11.0
1476243,84.08463661453543,2174.0,1828.0,1806.0,272.0,2.0,20.0
1476348,81.24310408238323,2719.0,2209.0,2189.0,420.0,0.0,16.0
1476352,81.34073441502989,2342.0,1905.0,1896.0,444.0,0.0,8.0
1476354,75.56420233463035,2570.0,1942.0,1919.0,548.0,0.0,23.0
1476365,70.8314606741573,2225.0,1576.0,1559.0,588.0,1.0,16.0
1476368,75.34562211981567,2604.0,1962.0,1933.0,589.0,0.0,29.0
1476369,81.47668393782384,2316.0,1887.0,1864.0,441.0,3.0,20.0
1476371,80.34965034965035,1430.0,1149.0,1147.0,250.0,0.0,2.0
1476372,83.16654753395282,2798.0,2327.0,2303.0,396.0,0.0,24.0
1476379,75.39208364451083,2678.0,2019.0,2008.0,511.0,1.0,10.0
1476394,78.37028160575194,1669.0,1308.0,1299.0,291.0,2.0,7.0
1476404,76.46610814927647,2626.0,2008.0,1979.0,545.0,0.0,27.0
1476407,63.1083844580777,2445.0,1543.0,1522.0,887.0,0.0,19.0
1476413,76.34180790960453,2832.0,2162.0,2132.0,400.0,0.0,30.0
1476421,79.20997920997921,962.0,762.0,750.0,162.0,2.0,10.0
1476424,84.18046830382639,1751.0,1474.0,1458.0,233.0,9.0,7.0
1476452,73.15329626687847,1259.0,921.0,906.0,250.0,2.0,11.0
1476456,74.90196078431373,2805.0,2101.0,2081.0,684.0,0.0,19.0
1476457,79.17570498915401,2766.0,2190.0,2170.0,512.0,0.0,19.0
1476463,81.07680126682502,1263.0,1024.0,1022.0,227.0,0.0,2.0
1476464,83.4045860862806,2573.0,2146.0,2130.0,471.0,0.0,16.0
1476472,73.67070040337367,2727.0,2009.0,1986.0,518.0,0.0,23.0
1476481,67.129372570794,1801.0,1209.0,1187.0,525.0,0.0,22.0
1476493,74.69418960244649,2616.0,1954.0,1929.0,553.0,1.0,22.0
1476497,61.71146461876028,1823.0,1125.0,1112.0,644.0,1.0,12.0
1476499,61.38175376439327,2258.0,1386.0,1365.0,763.0,0.0,20.0
1476508,75.88100686498855,2185.0,1658.0,1632.0,572.0,0.0,26.0
1476510,79.03897086643966,2643.0,2089.0,2060.0,656.0,1.0,23.0
1476522,96.81717246484088,1351.0,1308.0,1284.0,292.0,0.0,23.0
1476527,78.27715355805243,2670.0,2090.0,2064.0,462.0,0.0,26.0
1476535,78.79858657243817,1132.0,892.0,888.0,193.0,1.0,4.0
1476539,84.37847866419294,2695.0,2274.0,2258.0,455.0,0.0,16.0
1476542,85.23274478330659,3115.0,2655.0,2621.0,609.0,0.0,33.0
1476543,82.78972935461485,2882.0,2386.0,2363.0,375.0,0.0,23.0
1476544,81.59392789373814,2635.0,2150.0,2141.0,293.0,0.0,9.0
1476553,74.44532488114105,2524.0,1879.0,1856.0,711.0,0.0,23.0
1476562,60.99647710115752,1987.0,1212.0,1199.0,645.0,1.0,12.0
1476570,78.2010582010582,1890.0,1478.0,1453.0,501.0,1.0,21.0
1476574,79.30574098798398,2247.0,1782.0,1774.0,541.0,0.0,8.0
1476578,74.93765586034912,2406.0,1803.0,1778.0,531.0,0.0,25.0
1476579,79.78511738957421,2513.0,2005.0,1994.0,469.0,0.0,11.0
1476591,77.05595193390913,2663.0,2052.0,2042.0,560.0,0.0,10.0
1476592,79.68111201962388,2446.0,1949.0,1922.0,405.0,1.0,27.0
1476598,80.66914498141264,2152.0,1736.0,1705.0,230.0,0.0,31.0
1476600,74.66027178257394,1251.0,934.0,915.0,338.0,1.0,16.0
1476618,74.75538160469667,2555.0,1910.0,1887.0,582.0,0.0,22.0
1476622,85.83840139009557,1151.0,988.0,977.0,516.0,0.0,11.0
1476629,71.89859762675297,1854.0,1333.0,1324.0,587.0,1.0,7.0
1476637,69.04761904761905,42.0,29.0,29.0,15.0,0.0,0.0
1476641,100.0,102.0,102.0,100.0,245.0,0.0,2.0
1476644,100.0,49.0,49.0,49.0,103.0,0.0,0.0
1476658,39.27125506072874,494.0,194.0,173.0,406.0,0.0,21.0
1476661,76.41509433962264,318.0,243.0,240.0,493.0,0.0,3.0
1476663,67.13286713286713,572.0,384.0,382.0,429.0,0.0,2.0
1476664,70.06802721088435,147.0,103.0,100.0,217.0,1.0,2.0
1476665,94.6969696969697,132.0,125.0,123.0,2336.0,0.0,2.0
1476666,99.08256880733946,109.0,108.0,107.0,3706.0,0.0,1.0
1476667,96.92307692307692,130.0,126.0,125.0,739.0,0.0,1.0
1476708,100.0,8.0,8.0,7.0,5.0,0.0,1.0
1476738,100.0,65.0,65.0,64.0,179.0,0.0,1.0
1476757,16.0,75.0,12.0,12.0,70.0,0.0,0.0
1476827,63.4193862640039,2053.0,1302.0,1296.0,792.0,0.0,6.0
1476843,70.87802940007946,2517.0,1784.0,1770.0,724.0,1.0,13.0
1476846,67.73662551440329,2430.0,1646.0,1637.0,802.0,0.0,9.0
1476849,66.83123877917416,2228.0,1489.0,1481.0,776.0,0.0,8.0
