URL_ID,Turnout_Percentage,liczba_uprawnionych,liczba_kart_wydanych_lacznie,liczba_glosow_waznych_na_kandydatow,liczba_kart_niewykorzystanych,liczba_kart_niewaznych,liczba_glosow_niewaznych,AE_Reconstruction_Error
1434395,48.19277108433735,83.0,40.0,35.0,41.0,0.0,5.0,0.5877570404222577
1408501,67.91147994467497,723.0,491.0,482.0,231.0,0.0,9.0,1.0379492710070433
1408528,63.06420851875397,1573.0,992.0,992.0,579.0,0.0,0.0,0.539316593076304
1434396,17.91044776119403,67.0,12.0,12.0,57.0,0.0,0.0,0.6785448065835137
1408581,60.463733650416174,1682.0,1017.0,1016.0,682.0,0.0,1.0,0.4654652535499622
1434397,100.0,98.0,98.0,96.0,112.0,0.0,2.0,0.6809468977820075
1434399,44.56521739130434,92.0,41.0,35.0,53.0,0.0,6.0,0.8401160274102738
1408705,69.19945725915875,737.0,510.0,510.0,720.0,0.0,0.0,1.0766470027774706
1408740,58.66583541147132,1604.0,941.0,930.0,628.0,0.0,11.0,0.8413889092804216
1408794,58.1207218419415,1607.0,934.0,934.0,708.0,0.0,0.0,0.6703339471562083
1434405,100.0,46.0,46.0,44.0,44.0,0.0,2.0,0.5970068073904786
1408890,76.67342799188641,493.0,378.0,372.0,93.0,0.0,6.0,0.4962827161879067
1434409,26.126126126126124,111.0,29.0,24.0,91.0,0.0,5.0,0.8619419262553928
1434410,65.07936507936508,63.0,41.0,36.0,19.0,0.0,5.0,0.5294762918778416
1409066,64.36781609195403,957.0,616.0,608.0,335.0,0.0,8.0,0.5795820448533222
1409090,64.54033771106941,1066.0,688.0,679.0,367.0,0.0,9.0,0.7408776068160086
1409095,70.94774136403898,1129.0,801.0,792.0,307.0,0.0,10.0,0.9849163155568672
1409113,69.97929606625259,1449.0,1014.0,1011.0,769.0,0.0,3.0,0.5002466940766083
1409152,67.50972762645915,1028.0,694.0,686.0,306.0,0.0,8.0,0.548299217188411
1434417,16.0,75.0,12.0,12.0,106.0,0.0,0.0,0.6197567457914638
1409243,67.61467889908258,1090.0,737.0,724.0,359.0,2.0,11.0,1.5122987389869693
1409288,70.85354025218234,2062.0,1461.0,1449.0,548.0,0.0,12.0,0.7729196138665685
1409300,79.78118161925602,2285.0,1823.0,1813.0,367.0,0.0,10.0,0.4434590612615713
1409322,70.65446868402533,1421.0,1004.0,995.0,366.0,0.0,9.0,0.5244776117584397
1409416,66.39492753623189,1104.0,733.0,724.0,360.0,0.0,9.0,0.7158721879262561
1434422,86.29032258064517,124.0,107.0,105.0,286.0,0.0,2.0,0.6644680890292474
1409451,72.57438551099612,773.0,561.0,554.0,206.0,0.0,7.0,0.5047047041903212
1409466,71.75141242937853,354.0,254.0,247.0,97.0,0.0,7.0,0.8099706201568333
1409534,61.056511056511056,814.0,497.0,488.0,303.0,0.0,8.0,0.6790463470703205
1434424,76.79324894514767,474.0,364.0,354.0,186.0,0.0,10.0,1.6433415970095815
1434425,0.0,33.0,0.0,0.0,30.0,0.0,0.0,1.7200256620436023
1409583,69.51799049558723,1473.0,1024.0,1015.0,437.0,0.0,9.0,0.46606749235556005
1409643,66.52452025586354,469.0,312.0,305.0,151.0,0.0,7.0,0.7045138774898759
1409647,60.9375,1664.0,1014.0,1013.0,661.0,0.0,1.0,0.4399830926479881
1409652,69.30946291560103,1564.0,1084.0,1084.0,514.0,0.0,0.0,0.5247692606359912
1434430,8.823529411764707,34.0,3.0,2.0,35.0,0.0,1.0,1.1173239351040603
1434431,78.05755395683454,278.0,217.0,217.0,362.0,0.0,0.0,0.5331540635392845
1434432,100.0,137.0,137.0,136.0,46.0,0.0,1.0,0.446719445731151
1434434,100.0,109.0,109.0,109.0,52.0,0.0,0.0,0.47825483383536943
1434435,100.0,33.0,33.0,33.0,7.0,0.0,0.0,0.4499045075963411
1434436,100.0,114.0,114.0,113.0,80.0,0.0,0.0,0.5384384872887382
1409723,66.42388929351785,1373.0,912.0,910.0,962.0,0.0,2.0,1.149051702463806
1409735,25.842696629213485,178.0,46.0,40.0,31.0,0.0,6.0,1.267541165562976
1409909,63.22008862629247,1354.0,856.0,844.0,461.0,0.0,11.0,1.0626529304179748
1434444,28.431372549019606,102.0,29.0,26.0,66.0,0.0,3.0,0.545933207662866
1409969,65.92592592592592,1755.0,1157.0,1156.0,615.0,0.0,1.0,0.4537903242709274
1434448,63.649851632047486,674.0,429.0,422.0,261.0,0.0,7.0,0.5401912322593924
1434450,45.604395604395606,182.0,83.0,76.0,113.0,0.0,7.0,0.9699363143587266
1434451,26.08695652173913,46.0,12.0,12.0,54.0,0.0,0.0,0.4480784789310466
1434453,55.95238095238096,84.0,47.0,41.0,38.0,0.0,6.0,0.7616451193523004
1410188,55.78231292517006,441.0,246.0,238.0,186.0,1.0,7.0,0.7768316980486372
1410289,67.15686274509804,2040.0,1370.0,1370.0,632.0,0.0,0.0,0.8225593692897138
1410300,58.77934272300469,1065.0,626.0,618.0,425.0,0.0,8.0,0.5006778076385651
1434460,50.0,596.0,298.0,291.0,331.0,0.0,7.0,0.554715306292157
1410387,71.875,1792.0,1288.0,1273.0,399.0,0.0,10.0,0.5550247220709065
1410388,74.15227127319258,1563.0,1159.0,1148.0,274.0,0.0,11.0,1.0381811943559118
1410418,73.56965174129353,1608.0,1183.0,1183.0,365.0,0.0,0.0,0.4702996361656102
1410443,72.72,1250.0,909.0,901.0,247.0,0.0,8.0,0.4681626675701703
1410502,65.44359255202629,1826.0,1195.0,1184.0,598.0,0.0,11.0,0.6694842834142009
1410515,100.0,1493.0,1493.0,1493.0,236.0,0.0,0.0,0.5228329963458421
1436782,17.5,40.0,7.0,7.0,31.0,0.0,0.0,0.7516333406547397
1434464,20.930232558139537,86.0,18.0,18.0,114.0,0.0,0.0,0.4674912322757913
1434476,74.4186046511628,86.0,64.0,59.0,32.0,0.0,5.0,0.5477410370475141
1434478,61.6,125.0,77.0,70.0,59.0,0.0,7.0,0.9748095777548306
1434479,82.85714285714286,35.0,29.0,24.0,11.0,0.0,5.0,0.6711564301786023
1434481,65.61679790026247,762.0,500.0,485.0,534.0,0.0,14.0,2.8725387290506155
1410532,67.29805013927577,1795.0,1208.0,1197.0,655.0,0.0,11.0,0.6702877566330679
1410545,61.48312119535141,1807.0,1111.0,1101.0,696.0,0.0,10.0,0.4707515111975985
1434483,78.15533980582524,206.0,161.0,156.0,25.0,0.0,5.0,0.49128915970572073
1434494,75.71428571428571,350.0,265.0,254.0,139.0,0.0,11.0,2.2048217547777558
1434496,14.457831325301203,83.0,12.0,11.0,117.0,0.0,1.0,0.6558928308277457
1410751,63.9211723092471,1979.0,1265.0,1263.0,685.0,0.0,1.0,0.5744310703411376
1410752,57.53086419753086,1620.0,932.0,921.0,675.0,0.0,11.0,0.8290824084991263
1410760,52.82121006118287,1471.0,777.0,767.0,659.0,1.0,9.0,0.5509328447446679
1410796,63.31542594013815,1303.0,825.0,815.0,446.0,0.0,10.0,0.8192106503925666
1410811,58.48275862068966,1450.0,848.0,836.0,547.0,0.0,12.0,1.28656249278211
1410844,55.44608648056924,1827.0,1013.0,1011.0,820.0,0.0,2.0,0.44941124064287813
1434504,90.19607843137256,102.0,92.0,91.0,187.0,0.0,1.0,0.5318502436055391
1410940,70.09857612267251,913.0,640.0,632.0,237.0,0.0,8.0,0.6400302255983161
1410960,49.162011173184354,537.0,264.0,257.0,258.0,0.0,7.0,0.6382410482082024
1410969,55.27019796682718,1869.0,1033.0,1023.0,805.0,0.0,11.0,0.6826491521658006
1434508,73.93617021276596,752.0,556.0,542.0,206.0,0.0,14.0,3.0565913479843623
1411081,63.8121546961326,1810.0,1155.0,1141.0,557.0,0.0,14.0,1.6585372694030227
1411089,55.081555834378925,797.0,439.0,431.0,343.0,0.0,8.0,0.678058163035051
1411117,51.95035460992907,1128.0,586.0,579.0,541.0,0.0,8.0,0.4537072889082364
1434511,5.063291139240507,79.0,4.0,4.0,66.0,0.0,0.0,1.2518670827726994
1434512,100.0,49.0,49.0,48.0,26.0,0.0,1.0,0.49501373989249414
1411189,42.85714285714285,889.0,381.0,373.0,501.0,0.0,8.0,0.5784311566203337
1434515,19.047619047619047,42.0,8.0,7.0,42.0,0.0,1.0,0.6902612196623903
1411241,62.755102040816325,196.0,123.0,117.0,70.0,0.0,6.0,0.6607359809498481
1411253,54.25,2000.0,1085.0,1074.0,874.0,0.0,11.0,0.6263575927870342
1411286,60.87477531455961,1669.0,1016.0,1016.0,633.0,0.0,0.0,0.6092434567591142
1411307,66.39654240950837,1851.0,1229.0,1228.0,599.0,0.0,1.0,0.46992858901875995
1411326,69.93190151911996,1909.0,1335.0,1334.0,497.0,0.0,1.0,0.4549054341080641
1434519,65.80645161290323,465.0,306.0,297.0,297.0,0.0,9.0,1.2253359205593675
1434525,71.31782945736434,258.0,184.0,178.0,115.0,0.0,6.0,0.624542453040119
1434528,90.625,32.0,29.0,24.0,32.0,0.0,5.0,0.8212987179143079
1411480,64.40831074977417,1107.0,713.0,707.0,358.0,0.0,8.0,0.4929283347118553
