URL_ID,Turnout_Percentage,liczba_uprawnionych,liczba_kart_wydanych_lacznie,liczba_glosow_waznych_na_kandydatow
1406535,100.0,1471.0,1471.0,1466.0
1434263,94.50381679389312,655.0,619.0,593.0
1434316,100.0,430.0,430.0,428.0
1410515,100.0,1493.0,1493.0,1493.0
1434664,100.0,413.0,413.0,403.0
1434806,100.0,947.0,947.0,940.0
1419283,75.62443575082757,3323.0,2513.0,2509.0
1419535,83.60119047619048,3360.0,2809.0,2794.0
1420247,44.8501872659176,2136.0,958.0,950.0
1423856,100.0,1000.0,1000.0,994.0
1424038,100.0,1121.0,1121.0,1115.0
1424346,100.0,905.0,905.0,905.0
1424722,81.4784506273868,3666.0,2987.0,2974.0
1424801,82.67114914425427,3272.0,2705.0,2697.0
1426574,29.207920792079207,1212.0,354.0,351.0
1426745,100.0,846.0,846.0,842.0
1427679,34.44976076555024,1254.0,432.0,426.0
1429116,58.964143426294825,2761.0,1628.0,1612.0
1429125,47.982646420824295,2305.0,1106.0,1095.0
1432634,81.39468419548443,3499.0,2848.0,2842.0
1432707,85.45106484804977,4179.0,3571.0,3560.0
1432821,80.69926094371802,3518.0,2839.0,2832.0
1433314,100.0,1234.0,1234.0,1228.0
