URL_ID,Turnout_Percentage,Turnout_Modified_Zscore
1434149,15.714285714285714,3.915862007092965
1434163,13.6986301369863,4.075835915578027
1434181,18.68131868131868,3.6803813695843326
1434182,11.363636363636363,4.261154322362356
1434191,15.789473684210526,3.9098946615030776
1434202,17.582417582417584,3.767596420513456
1434219,14.414414414414416,4.019027197966783
1434224,12.82051282051282,4.145528307872988
1436609,17.647058823529413,3.7624661233999777
1434230,9.230769230769232,4.43043080757479
1434259,18.75,3.6749304289012623
1434305,19.587628865979383,3.608451430673716
1434310,16.842105263157894,3.8263518232446545
1434322,19.565217391304348,3.6102301329674296
1434342,14.814814814814811,3.9872491413719873
1436504,20.689655172413797,3.5209883454724875
1434369,10.0,4.3693802719244035
1434382,16.176470588235293,3.8791803827315987
1434396,17.91044776119403,3.7415620769525235
1434412,16.78832116788321,3.8306204354184423
1434417,16.0,3.8931860938513925
1434425,0.0,5.163037235379423
1434430,8.823529411764707,4.4627516793897
1436782,17.5,3.77413754933314
1434464,20.930232558139537,3.5018947537293834
1434496,14.457831325301203,4.015581384601083
1434511,5.063291139240507,4.76118560831359
1434515,19.047619047619047,3.6513096859412912
1434535,16.94915254237288,3.817855941387866
1434549,19.791666666666664,3.592257828541365
1434561,9.090909090909092,4.441530904965769
1434563,12.280701754385964,4.188370789031153
1434577,13.414634146341465,4.098375455134885
1434584,18.64406779661017,3.683337811988709
1434585,18.983957219251337,3.656362251280323
1434592,10.416666666666668,4.336311231780444
1434597,8.771929824561402,4.466846916559231
1434603,15.0,3.9725517901968947
1434609,20.0,3.575723308469385
1434644,13.970588235294118,4.054251771729029
1434662,10.666666666666668,4.316469807694069
1434668,9.803921568627452,4.38494217316862
1434670,19.444444444444446,3.619815361994664
1434680,20.588235294117645,3.5290376047367373
1436918,18.181818181818183,3.720024574552115
1434715,19.893899204244036,3.584144072007369
1434728,17.599999999999998,3.7662009796985902
1434733,20.0,3.575723308469385
1434739,17.51824817518248,3.7726892702027475
1434777,13.978494623655912,4.053624275711117
1434817,13.432835820895525,4.096930866559248
1434858,19.18367346938776,3.6405116320167337
1434895,16.666666666666664,3.840275629621058
1434899,17.1875,3.798939329441109
1434908,19.444444444444446,3.619815361994664
1434912,15.254237288135592,3.9523740707870214
1434915,20.634920634920636,3.525332390154781
1434937,14.893617021276595,3.9809949493825862
1434943,19.130434782608692,3.6447369574654744
1434948,20.833333333333336,3.5095852281814666
1434961,12.871287128712872,4.14149856954623
1435342,15.07936507936508,3.9662529254075687
1435356,14.516129032258066,4.010954546493106
1435358,10.666666666666668,4.316469807694069
1435364,8.823529411764707,4.4627516793897
1435373,8.51063829787234,4.487584500524088
1435381,15.873015873015872,3.9032642775143134
1435390,15.0,3.9725517901968947
1435403,16.071428571428573,3.8875171155409993
1435417,16.908212560386474,3.821105171566589
1435438,14.285714285714285,4.029241573300824
1435451,16.52173913043478,3.8517779044537392
1435455,15.887850467289718,3.902086919609767
1435490,9.15032679738562,4.436815177316007
1435504,20.454545454545457,3.5396479919487027
1435512,11.627906976744184,4.240180301129401
1435523,9.615384615384617,4.399905539749597
1435528,7.339449541284404,4.580536711742711
1435571,18.64406779661017,3.683337811988709
1435576,5.660377358490567,4.713797444744507
1435583,9.67741935483871,4.394982109455211
1435584,3.278688524590164,4.902821837525318
1435588,7.317073170731707,4.5823126279733115
1435589,16.9811320754717,3.815317863474674
1435600,16.666666666666664,3.840275629621058
1435603,10.869565217391305,4.3003666229283155
1435645,15.384615384615383,3.9420265223717017
1435691,17.05426356589147,3.8095137318127237
1435702,14.864864864864863,3.9832768842976383
1435727,14.814814814814811,3.9872491413719873
1435733,18.91891891891892,3.661524061275333
1435736,10.714285714285714,4.312690488820474
1435747,13.846153846153848,4.064127593672473
1435779,18.55670103092784,3.6902717361845423
1435828,6.25,4.6670016332200355
1435830,8.450704225352112,4.492341209924477
1435859,17.441860465116278,3.7787518340043897
1435865,10.0,4.3693802719244035
1435868,12.0,4.2106488792334
1435874,18.571428571428573,3.689102874677245
1435878,14.893617021276595,3.9809949493825862
1435894,7.59493670886076,4.5602597947806744
1435900,3.333333333333333,4.898484914227749
1435939,8.695652173913043,4.472900745418537
1435954,9.89010989010989,4.378101777017316
1435960,20.689655172413797,3.5209883454724875
1435963,10.666666666666668,4.316469807694069
1435967,4.444444444444445,4.810300807177192
1435969,18.91891891891892,3.661524061275333
1435982,18.487394957983195,3.6957722609247656
1435994,5.0,4.766208753651913
1436025,8.823529411764707,4.4627516793897
1436035,17.857142857142858,3.7457926577811747
1436042,20.0,3.575723308469385
1436048,10.344827586206897,4.3420127904259544
1436053,18.91891891891892,3.661524061275333
1436115,5.494505494505495,4.726961980733808
1436687,11.76470588235294,4.22932316072646
1436174,19.457013574660635,3.6188178042225987
1436177,15.625,3.922948229980956
1436179,12.0,4.2106488792334
1436183,20.588235294117645,3.5290376047367373
1436194,11.29032258064516,4.266972921801176
1436195,5.405405405405405,4.734033471349683
1436196,19.25465838509317,3.634877864751747
1436198,20.212765957446805,3.558836990098002
1436209,0.0,5.163037235379423
1436239,20.833333333333336,3.5095852281814666
